url,image_url,brand,release_date,discontinued,overseas,summary,factory_finish,coverstock,coverstock_description,coverstock_type,core,core_summary,core_type,spec_12,spec_13,spec_14,spec_15,spec_16
https://www.bowwwl.com/bowling-ball-database/brunswick/mesmerize,/sites/default/files/styles/ball_grid/public/balls/brunswick-mesmerize.png?itok=9dtcwKN- 1x,brunswick,Aug-24,TRUE,FALSE,"“This is the biggest booking ball I’ve ever thrown,” stated one of our ball testers during an initial review of the ball. The biggest hooking plus still effective and usable was the goal when developing Mesmerize, and we are excited for bowlers to see this next phase of ball motion from Brunswick. Mesmerize has it all: a unique four-color appearance, a sharp two-color logo for appeal, a new Tri-Elliptic core that is wrapped with DynamiCore2, and HK22 with Cohesion and Evo Solid additives. The Cohesion additive has only been introduced in one ball so far, and the results were next-level. The Mesmerize is a sanded version where Cohesion is introduced but at a different ratio because it’s being combined with additives from the Evo series. This HK22C-Evo Solid cover is the strongest we’ve ever seen and will handle any volume of oil. The Tri-Elliptic core is an exciting new D.O.T. design with mass removed around the body of the core in anticipation of where the holes will be when drilled to promote optimal numbers and performance. The design yields a medium RG of 2.510, a high Differential of 0.056, and an Intermediate Differential of 0.017. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1500 Siaair Micro Pad,HK22C - EVO Solid Coverstock,N/A,Solid Reactive,Tri-Elliptic Core,"The Tri-Elliptic core is an exciting new D.O.T. design with mass removed around the body of the core in anticipation of where the holes will be when drilled to promote optimal numbers and performance. The design yields a medium RG of 2.510, a high Differential of 0.056, and an Intermediate Differential of 0.017.",Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.533, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.056, 'MB Diff': 0.017}","{'RG': 2.521, 'Diff': 0.048, 'MB Diff': 0.014}"
https://www.bowwwl.com/bowling-ball-database/brunswick/vaporize,/sites/default/files/styles/ball_grid/public/balls/brunswick-vaporize.png?itok=zRKSJqY_ 1x,brunswick,Aug-24,TRUE,FALSE,"We took a different approach when developing Vaporize. We didn’t start with a new core design but used the breakthrough Cohesion additive to create a more dynamic, shiny performance. HK22 has changed the game when it comes to shiny ball performance, and Vaporize compounds its strengths with the addition of Cohesion and Evo Pearl Additives. The core is a familiar favorite and was found to match up extremely well with the new super-cover. The Zone Asymmetric core from the Vapor Zone and other famous Brunswick balls had the perfect numbers and attributes to match the new cover, creating more hook through the body of the lane and retaining energy for fantastic recovery and motion where bowlers see it. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22C - EVO Pearl Coverstock,N/A,Pearl Reactive,Zone Asymmetric Core,N/A,Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.495, 'Diff': 0.046, 'MB Diff': 0.017}","{'RG': 2.478, 'Diff': 0.048, 'MB Diff': 0.017}","{'RG': 2.492, 'Diff': 0.046, 'MB Diff': 0.017}"
https://www.bowwwl.com/bowling-ball-database/radical/the-hitter-pearl,/sites/default/files/styles/ball_grid/public/balls/radical-the-hitter-pearl.png?itok=8xSXY6Ja 1x,radical,Aug-24,TRUE,FALSE,"The Hitter Pearl is an extension of the very successful Hitter line. The original Hitter used a derivative of the HK-22 Solid cover we called it Utility cover. The Hitter Pearl takes the performance to the next level with the use of this HK-22 base we call it HK-22 Utility Pearl. This cover and core combination yields a cleaner motion and a significant increase in backend reaction. Where the original Hitter had more mid-lane motion, the Hitter Pearl is cleaner and sharper down lane, making it a perfect complement to the original Hitter. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Utility Pearl Coverstock,N/A,Pearl Reactive,Hitter Core,N/A,Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.504, 'Diff': 0.053, 'MB Diff': 0.015}","{'RG': 2.488, 'Diff': 0.053, 'MB Diff': 0.015}","{'RG': 2.498, 'Diff': 0.047, 'MB Diff': 0.013}"
https://www.bowwwl.com/bowling-ball-database/radical/rattler-big-bite,/sites/default/files/styles/ball_grid/public/balls/radical-rattler-big-bite.png?itok=T6r_uCZ7 1x,radical,Aug-24,TRUE,FALSE,"The Rattler Big Bite also employs new chemistry. The SHARP Hybrid is the next generation to the very popular SHARP cover used in the Incognito line. This new chemistry reflects the advancements our chemists have made in setting new levels in cover stock performance.   We found that this new formula, combined with the very popular Rattler core, delivers a strong benchmark performance. Compared to the Deadly Rattler, you can expect a stronger mid-lane motion and more overall hook. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1500/3000 Siaair Micro Pad,S. H. A. R. P. Hybrid Coverstock,N/A,Hybrid Reactive,Rattler Core,N/A,Symmetric,"{'RG': 2.597, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.574, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.496, 'Diff': 0.035, 'MB Diff': None}","{'RG': 2.48, 'Diff': 0.035, 'MB Diff': None}","{'RG': 2.493, 'Diff': 0.03, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/track/stealth-hybrid,/sites/default/files/styles/ball_grid/public/balls/track-stealth-hybrid.png?itok=kG_VW4sy 1x,track,Aug-24,TRUE,FALSE,"The Stealth balls have filled a big gap and have been extremely effective when a symmetric bigger core ball is needed, and bowlers have been very successful with the Stealth balls. Adding a Stealth Hybrid to the line should be no surprise; the solid and pearl were exceptional, and combining the two has been long anticipated. The new Stealth Hybrid is shiny, just as the pearl version was, and the combination of a hybrid HK22-Prime Response cover and the Stealth core design makes this a great ball when there is still some oil on the lane and bowlers need good length and recovery. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Prime Response Hybrid Coverstock,N/A,Hybrid Reactive,Stealth Core,N/A,Symmetric,"{'RG': 2.597, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.574, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.509, 'Diff': 0.056, 'MB Diff': None}","{'RG': 2.482, 'Diff': 0.056, 'MB Diff': None}","{'RG': 2.498, 'Diff': 0.048, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/columbia-300/atlas-hybrid,/sites/default/files/styles/ball_grid/public/balls/columbia-300-atlas-hybrid.png?itok=spJugV-8 1x,columbia-300,Aug-24,TRUE,FALSE,"The Atlas Hybrid fills a great void in the Columbia 300 line and this performance is just what Columbia 300 needs for the bowling season. The Atlas core shape creates medium length with a strong change of direction on the back end due to the dense flip block on the bottom of the core body. The core shape, along with the HK22-Formula 1 Hybrid, makes this a longer and more angular ball than previous polished asym balls in the line. The brilliant color scheme and booming backend will get some attention this season. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Formula 1 Hybrid Coverstock,N/A,Hybrid Reactive,Atlas Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.542, 'Diff': 0.054, 'MB Diff': 0.018}","{'RG': 2.52, 'Diff': 0.054, 'MB Diff': 0.018}","{'RG': 2.53, 'Diff': 0.047, 'MB Diff': 0.016}"
https://www.bowwwl.com/bowling-ball-database/hammer/extreme-envy-gold-pearl,/sites/default/files/styles/ball_grid/public/balls/hammer-extreme-envy-gold-pearl.png?itok=bRrWTIq0 1x,hammer,Aug-24,FALSE,TRUE,"I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Envy Pearl Coverstock,N/A,Pearl Reactive,Launcher LRG Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.526, 'Diff': 0.054, 'MB Diff': 0.018}","{'RG': 2.479, 'Diff': 0.054, 'MB Diff': 0.022}","{'RG': 2.493, 'Diff': 0.046, 'MB Diff': 0.019}"
https://www.bowwwl.com/bowling-ball-database/900-global/honey-badger-renewal,/sites/default/files/styles/ball_grid/public/balls/900-global-honey-badger-renewal.png?itok=rGCtqQlU 1x,900-global,Aug-24,TRUE,TRUE,"I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,Reserve Blend 702 Pearl Coverstock,N/A,Pearl Reactive,Grapnel 2.0 A.I. Core,N/A,Asymmetric,"{'RG': 2.58, 'Diff': 0.031, 'MB Diff': 0.009}","{'RG': 2.56, 'Diff': 0.034, 'MB Diff': 0.011}","{'RG': 2.54, 'Diff': 0.049, 'MB Diff': 0.013}","{'RG': 2.53, 'Diff': 0.05, 'MB Diff': 0.013}","{'RG': 2.52, 'Diff': 0.047, 'MB Diff': 0.014}"
https://www.bowwwl.com/bowling-ball-database/roto-grip/attention-line,/sites/default/files/styles/ball_grid/public/balls/roto-grip-attention-line.png?itok=QGsdVQqI 1x,roto-grip,Aug-24,TRUE,TRUE,"Still riding the energy from the original Momentous Core, the Attention Star S2 takes it even further with the enhanced Momentous AV+ A.I. Core, now dialed in for even more power. Our R&D squad unlocked an all-new energy pattern that maximizes pin-crushing power with no loss of control. Every frame is an opportunity to defy gravity and break boundaries with a weight block design that’s out of this world. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",2000 Abralon,OptiTrax Solid Coverstock,N/A,Solid Reactive,Momentous AV + A.I. Core,"Still riding the energy from the original Momentous Core, the Attention Star S2 takes it even further with the enhanced Momentous AV+ A.I. Core, now dialed in for even more power. Our R&D squad unlocked an all-new energy pattern that maximizes pin-crushing power with no loss of control. Every frame is an opportunity to defy gravity and break boundaries with a weight block design that’s out of this world.",Asymmetric,"{'RG': 2.58, 'Diff': 0.031, 'MB Diff': 0.009}","{'RG': 2.56, 'Diff': 0.034, 'MB Diff': 0.011}","{'RG': 2.53, 'Diff': 0.046, 'MB Diff': 0.014}","{'RG': 2.48, 'Diff': 0.049, 'MB Diff': 0.017}","{'RG': 2.48, 'Diff': 0.052, 'MB Diff': 0.017}"
https://www.bowwwl.com/bowling-ball-database/900-global/harsh-reality-pearl,/sites/default/files/styles/ball_grid/public/balls/900-global-harsh-reality-pearl.png?itok=BDwLVhhB 1x,900-global,Jul-24,TRUE,FALSE,"Building on the overwhelming success of the original Harsh Reality, a pearl version is a much needed addition. We kept the colors intact from the Harsh Reality Solid for the fans of the series and crafted the pearlized version. This is currently the only polished/pearl asymmetric and will be the most explosive backend reaction in the 900 Global lineup. The Disturbance A.I. Asymmetric Core features the same unique single density inner core as the original Reality, however the outer core is the groundbreaking A.I. Core. What does this mean? You will notice that the RG is lower, the differential is higher, and the intermediate differential is higher when compared to the original Reality. This means that you will see a similar shape as the original Reality, but with more overall performance on the heaviest patterns.  I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",Reacta Gloss,Reserve Blend 902 Pearl Coverstock,N/A,Pearl Reactive,Disturbance AI Core,"The Disturbance A.I. Asymmetric Core features the same unique single density inner core as the original Reality, however the outer core is the groundbreaking A.I. Core. What does this mean? You will notice that the RG is lower, the differential is higher, and the intermediate differential is higher when compared to the original Reality. This means that you will see a similar shape as the original Reality, but with more overall performance on the heaviest patterns. ",Asymmetric,"{'RG': 2.58, 'Diff': 0.031, 'MB Diff': 0.009}","{'RG': 2.56, 'Diff': 0.034, 'MB Diff': 0.011}","{'RG': 2.49, 'Diff': 0.054, 'MB Diff': 0.019}","{'RG': 2.48, 'Diff': 0.054, 'MB Diff': 0.019}","{'RG': 2.47, 'Diff': 0.054, 'MB Diff': 0.019}"
https://www.bowwwl.com/bowling-ball-database/hammer/black-widow-black-pearl-urethane,/sites/default/files/styles/ball_grid/public/balls/hammer-black-widow-black-pearl-urethane.png?itok=zc2v-sg5 1x,hammer,Jul-24,FALSE,TRUE,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1000/2000 Siaair Micro Pad,Urethane Pearl Coverstock,"Unlike modern covers that produce a violent reaction at the breakpoint, this proven staple is all about giving the user ultimate control of the entire lane. The immediate success of our real, thick-shelled Black Urethane had our fans begging for more! To satisfy their desires, we have developed the perfect pearlized, thick-shelled coverstock to compliment the Black Urethane. Old school technology with new school hitting power. Because nothing hits like a Hammer. ",Urethane Pearl,Gas Mask Core,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite.",Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.5, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.048, 'MB Diff': 0.015}"
https://www.bowwwl.com/bowling-ball-database/hammer/black-widow-night-breaker,/sites/default/files/styles/ball_grid/public/balls/hammer-black-widow-night-breaker.png?itok=rJIr4rsj 1x,hammer,Jul-24,FALSE,TRUE,"Translated from Japanese: Sharpness to cut through the dark night, the most aggressive setting of the new Black Widow In order to cope with the lane changes of modern bowling, matching a strong core with a skid's high-performance coverstock with reduced traction has become popular. And the appearance of the ""Gas Mask Core"", which can be said to be the strongest core, that is, a model equipped with a cover with low traction and high responsive performance of the Black Widow series, has been requested by many bowlers. In response to these voices, ""Black Widow Nightbreaker"" was developed. Although it uses a cover with one step weaker traction than the popular Black Widow Ghost, it is equipped with HK22 to complement the braking performance and response at break points. Developed by collecting the voices of bowlers, the most sought-after ball on the market right now is the Black Widow Night Breaker. The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Semtex Pearl Coverstock,N/A,Pearl Reactive,Gas Mask Core,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite.",Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.5, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.048, 'MB Diff': 0.015}"
https://www.bowwwl.com/bowling-ball-database/roto-grip/hyped-super-pearl,/sites/default/files/styles/ball_grid/public/balls/roto-grip-hyped-super-pearl.png?itok=Gqkg4UTa 1x,roto-grip,Jul-24,TRUE,TRUE,"Translated from Japanese: It has already been released in the United States and has become a popular product. This time, the first arrival of an improved version for Japan. By adjusting the formulation of the pearl material, which is based on linear movement, it eliminates sudden changes in trajectory from the dry area and makes it easy to adjust, making it easy to handle for any type of bowler. In addition, it maintains the right amount of friction, resulting in the best pin action in the series. It is a product that focuses on the back end from the middle of the lane, and it is finished in a highly satisfying ball. From the beginning, the end goal for the Hyped™ Core was to create a core design that would provide us more overall ball motion than the Hustle™ Core found in the HP1 Line, while also creating a viable step down option (less performance) than the motions found from our HP3 Line of balls. In the end, our R&D Team hit it out of the park with creating a core shape that provides medium flare and the ideal ball motion for the HP2 Line of balls moving forward. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",Reacta Gloss,VTC Pearl Coverstock,"Versatile Traction Control (VTC) was formulated with durability and consistent performance in mind specifically for the HP1 and HP2 lines. This formula delivers outstanding performance while providing control and versatility without being overly aggressive. So, if stability and control is what you are after, look no further. Engineered for Light to Medium Oil Conditions.",Pearl Reactive,Hyped Core,"From the beginning, the end goal for the Hyped™ Core was to create a core design that would provide us more overall ball motion than the Hustle™ Core found in the HP1 Line, while also creating a viable step down option (less performance) than the motions found from our HP3 Line of balls. In the end, our R&D Team hit it out of the park with creating a core shape that provides medium flare and the ideal ball motion for the HP2 Line of balls moving forward.",Symmetric,"{'RG': 2.65, 'Diff': 0.011, 'MB Diff': None}","{'RG': 2.63, 'Diff': 0.009, 'MB Diff': None}","{'RG': 2.52, 'Diff': 0.036, 'MB Diff': None}","{'RG': 2.52, 'Diff': 0.036, 'MB Diff': None}","{'RG': 2.51, 'Diff': 0.037, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/storm/bite-panic-x,/sites/default/files/styles/ball_grid/public/balls/storm-bite-panic-x.png?itok=doTzjxwL 1x,storm,Jul-24,FALSE,TRUE,"Translated from Japanese: It is a Bite series equipped with a G2 core that has the most rolling backend in STORM's core, strong staying power, and stable power. This time, we added falafin to EXO to enhance the back-end reaction by smoothing from the front to the middle of the lane. Even in axis movement, the flare is as fine as a tick, and the rolling that increases the number of revolutions from the break point creates an astonishing pin action with almost no power loss. In addition, the same core shape from 12 pounds, which is the biggest feature of the ""G2™ Core"", is of course a strong ally for those who use lightweight balls, and you can experience the difference from other balls. The total balance is very good, and it is a recommended ball for a wide range of bowlers.  Caramel I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",Reacta Gloss,EXO Pearl Coverstock,"EXO Reactive was created for the slickest of slicks, but sometimes a cleaner look is required. That’s why EXO Pearl was chosen and made brilliant with our lustrous Reacta Gloss finish. Because its chemical friction and porosity is still greater than the average bowling ball, no unexpected over/under reactions will be happening here. EXO Pearl provides length with room for forgiveness because it reads the midlane better than most other pearls.",Pearl Reactive,G2 Core,N/A,Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.5, 'Diff': 0.057, 'MB Diff': 0.022}","{'RG': 2.47, 'Diff': 0.058, 'MB Diff': 0.028}","{'RG': 2.47, 'Diff': 0.058, 'MB Diff': 0.026}"
https://www.bowwwl.com/bowling-ball-database/storm/virtual-gravity-pro-x3,/sites/default/files/styles/ball_grid/public/balls/storm-virtual-gravity-pro-x3.png?itok=3B2IeokG 1x,storm,Jul-24,FALSE,TRUE,"Translated from Japanese: In the virtual series, EXO material is used for the first time. By matching with the punchy ""Shape-Lock™ HD Core"", the car rolls in front of the lane and goes straight while maintaining moderate friction. Breakpoints are easy to predict, back-end-focused, yet easy to throw. Even in axis movement, the flare potential is finely carved, but the power loss is small, and the continuous bowing bend is produced. In terms of pin action, it is one of the best pins in STORM and maximizes the features of the ""Shape-Lock™ HD Core"". Although it is a strong pearl material, it is easy to throw and is finished in a ball that is ideal for everyone from strokers to those who are particular about the back end.  Ginerbread Smores This shape can power through just about anything. “HD” is short for high density, which lowers the RG and raises the differential of the weight block. A higher differential translates to more flare potential, so every time the ball makes a rotation it exposes a fresh portion of coverstock material to the oil. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",Reacta Gloss,EXO Pearl Coverstock,"EXO Reactive was created for the slickest of slicks, but sometimes a cleaner look is required. That’s why EXO Pearl was chosen and made brilliant with our lustrous Reacta Gloss finish. Because its chemical friction and porosity is still greater than the average bowling ball, no unexpected over/under reactions will be happening here. EXO Pearl provides length with room for forgiveness because it reads the midlane better than most other pearls.",Pearl Reactive,Shape-Lock HD Core,"This shape can power through just about anything. “HD” is short for high density, which lowers the RG and raises the differential of the weight block. A higher differential translates to more flare potential, so every time the ball makes a rotation it exposes a fresh portion of coverstock material to the oil.",Asymmetric,"{'RG': 2.59, 'Diff': 0.029, 'MB Diff': 0.008}","{'RG': 2.57, 'Diff': 0.032, 'MB Diff': 0.01}","{'RG': 2.53, 'Diff': 0.05, 'MB Diff': 0.017}","{'RG': 2.48, 'Diff': 0.052, 'MB Diff': 0.02}","{'RG': 2.48, 'Diff': 0.048, 'MB Diff': 0.019}"
https://www.bowwwl.com/bowling-ball-database/storm/iconic-code,/sites/default/files/styles/ball_grid/public/balls/storm-iconic-code.png?itok=OzEBMHoh 1x,storm,Jul-24,FALSE,TRUE,"Radial Accelerating Disk technology dates back several generations with hints of it that can be found in the RAD  Core. It features an extremely dense modified disc shape that generates substantial torque. So much torque, it reigns supreme at the top of the Premier line with a differential higher than any other weightblock in its class. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",1500 Polished,NeX Pearl Coverstock,"NRG™ has become a staple in Storm’s lineup of coverstocks for nearly a decade. It’s due time for an upgrade! NeX (Nano Extreme) is Storm’s earliest reading cover to date. NeX was remarkably earlier hooking than NRG on any pattern, or any surface we tested it on. Our standardized durability and longevity tests showed NeX created 11% more entry angle and 9.6% more overall hook after 50 shots compared to a fresh NRG cover. Simply put, NeX gives more midlane read than ever WITHOUT sacrificing any backend! Wow.",Pearl Reactive,RAD4 Core,"Radial Accelerating Disk technology dates back several generations with hints of it that can be found in the RAD  Core. It features an extremely dense modified disc shape that generates substantial torque. So much torque, it reigns supreme at the top of the Premier line with a differential higher than any other weightblock in its class.",Asymmetric,"{'RG': 2.72, 'Diff': 0.022, 'MB Diff': 0.006}","{'RG': 2.63, 'Diff': 0.039, 'MB Diff': 0.011}","{'RG': 2.55, 'Diff': 0.056, 'MB Diff': 0.014}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.02}","{'RG': 2.49, 'Diff': 0.056, 'MB Diff': 0.022}"
https://www.bowwwl.com/bowling-ball-database/hammer/black-widow-grey-solid-urethane,/sites/default/files/styles/ball_grid/public/balls/hammer-black-widow-grey-solid-urethane.png?itok=z_U6v8jO 1x,hammer,Jul-24,FALSE,TRUE,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1000 Siaair Micro Pad,Hammer Solid Urethane Coverstock,N/A,Urethane Solid,Gas Mask Core,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite.",Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.5, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.048, 'MB Diff': 0.015}"
https://www.bowwwl.com/bowling-ball-database/hammer/black-widow-purple-solid-urethane,/sites/default/files/styles/ball_grid/public/balls/hammer-black-widow-purple-solid-urethane.png?itok=cxJx-9H- 1x,hammer,Jul-24,FALSE,TRUE,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/1000/1500 Siaair Micro Pad,Hammer Solid Urethane Coverstock,N/A,Urethane Solid,Gas Mask Core,"The Gas Mask core is the most iconic weight block in bowling. It is known for its large flare potential, versatility amongst bowling styles and its backend bite.",Asymmetric,"{'RG': 2.612, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.589, 'Diff': 0.043, 'MB Diff': 0.011}","{'RG': 2.5, 'Diff': 0.056, 'MB Diff': 0.016}","{'RG': 2.5, 'Diff': 0.058, 'MB Diff': 0.016}","{'RG': 2.51, 'Diff': 0.048, 'MB Diff': 0.015}"
https://www.bowwwl.com/bowling-ball-database/hammer/scorpion-strike,/sites/default/files/styles/ball_grid/public/balls/hammer-scorpion-strike.png?itok=qDi_OeV9 1x,hammer,Jul-24,FALSE,FALSE,"The Scorpion Strike is the most skid-flip reaction Hammer has introduced in this line, thanks to HK22-Semtex Pearl and the LED 3.0 core. The Scorpion Strike complements the line by fitting just below the strong skid-flip asymmetric balls and the Hazmat, but it is stronger and more angular than the Vibes. The Scorpion Strike has a striking appearance and will quickly become a Hammer fan favorite. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22 - Semtex Pearl Coverstock,N/A,Pearl Reactive,LED 3.0 Core,N/A,Symmetric,"{'RG': 2.608, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.585, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.506, 'Diff': 0.045, 'MB Diff': None}","{'RG': 2.485, 'Diff': 0.045, 'MB Diff': None}","{'RG': 2.495, 'Diff': 0.04, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/hammer/hazmat-solid,/sites/default/files/styles/ball_grid/public/balls/hammer-hazmat-solid.png?itok=wBd2m2gT 1x,hammer,Jul-24,TRUE,FALSE,"The Hammer line hasn’t had a core and cover combination like this since the Dark Web, and this one was worth waiting for. The new Hazmat Solid will provide a big mid-lane read and continuation needed for medium to heavier oil conditions. Hazmat has delivered great results on medium conditions where bowlers need great length and backend from a symmetric ball; this Hazmat Solid is the ultimate compliment to the line, adding more traction and hook overall due to the strong core and Semtex Solid cover with a strong 2000-grit Siaair finish. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .",500/2000 Siaair Micro Pad,Semtex Solid Coverstock,N/A,Solid Reactive,Hazmat Core,N/A,Symmetric,"{'RG': 2.608, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.585, 'Diff': 0.04, 'MB Diff': None}","{'RG': 2.501, 'Diff': 0.055, 'MB Diff': None}","{'RG': 2.479, 'Diff': 0.055, 'MB Diff': None}","{'RG': 2.492, 'Diff': 0.048, 'MB Diff': None}"
https://www.bowwwl.com/bowling-ball-database/dv8/wicked-collision,/sites/default/files/styles/ball_grid/public/balls/dv8-wicked-collision.png?itok=l1EwJozM 1x,dv8,Jul-24,TRUE,FALSE,"The Collision line will possibly go down as the best-performing line ever for DV8. You’ve seen the Cohesion additive before, but never in the DV8 line. Adding Cohesion to the best-performing coverstock base in bowling is like putting it on steroids. For this release, we added Havoc additives that helped the Collision line perform so well; this cover is called HK22C – Havoc Solid. I've removed the ads from this area. I've run into issues with some Google ads being intrusive or misleading. If you'd like to donate to keep this project going,  .","500/1000/1500 Siaair, Crown Factory Compound",HK22C - Havoc Solid Coverstock,N/A,Solid Reactive,Collision Core,N/A,Asymmetric,"{'RG': 2.593, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.597, 'Diff': 0.041, 'MB Diff': 0.014}","{'RG': 2.479, 'Diff': 0.052, 'MB Diff': 0.019}","{'RG': 2.462, 'Diff': 0.052, 'MB Diff': 0.019}","{'RG': 2.477, 'Diff': 0.05, 'MB Diff': 0.018}"
